t,Executor_Main,dual_giver_phase,dual_giver_speed,dual_giver_tracking_error
1.520,Initial,1,0.1456019,0.0004993
1.540,Initial,1,0.1445173,0.0005033
1.560,Initial,1,0.1433093,0.0005067
1.580,Initial,1,0.1419793,0.0005096
1.600,Initial,1,0.1405293,0.0005118
1.620,Initial,1,0.1389612,0.0005135
1.640,Initial,1,0.1372769,0.0005145
1.660,Initial,1,0.1354789,0.0005149
1.680,Initial,1,0.1335695,0.0005147
1.700,Initial,1,0.1315512,0.0005138
1.720,Initial,1,0.1294270,0.0005122
1.740,Initial,1,0.1271996,0.0005101
1.760,Initial,1,0.1248722,0.0005072
1.780,Initial,1,0.1224480,0.0005038
1.800,Initial,1,0.1199305,0.0004997
1.820,Initial,1,0.1173233,0.0004950
1.840,Initial,1,0.1146301,0.0004897
1.860,Initial,1,0.1118549,0.0004838
1.880,Initial,1,0.1090019,0.0004773
1.900,Initial,1,0.1060753,0.0004704
1.920,Initial,1,0.1030796,0.0004629
1.940,Initial,1,0.1000195,0.0004549
1.960,Initial,1,0.0968999,0.0004465
1.980,Initial,1,0.0937256,0.0004376
2.000,Initial,1,0.0905020,0.0004284
2.020,Initial,1,0.0872343,0.0004189
2.040,Initial,1,0.0839282,0.0004090
2.060,Initial,1,0.0805894,0.0003988
2.080,Initial,1,0.0772238,0.0003885
2.100,Initial,1,0.0738374,0.0003779
2.120,Initial,1,0.0704366,0.0003672
2.140,Initial,1,0.0670277,0.0003563
2.160,Initial,1,0.0636175,0.0003454
2.180,Initial,1,0.0602127,0.0003345
2.200,Initial,1,0.0568202,0.0003236
2.220,Initial,1,0.0534473,0.0003127
2.240,Initial,1,0.0501012,0.0003019
2.260,Initial,1,0.0467896,0.0002912
2.280,Initial,1,0.0435199,0.0002807
2.300,Initial,1,0.0403002,0.0002704
2.320,Initial,1,0.0371384,0.0002603
2.340,Initial,1,0.0340427,0.0002506
2.360,Initial,1,0.0310215,0.0002411
2.380,Initial,1,0.0280834,0.0002319
2.400,Initial,1,0.0252371,0.0002232
2.420,Initial,1,0.0224914,0.0002149
2.440,Initial,1,0.0198554,0.0002070
2.460,Initial,1,0.0173384,0.0001997
2.480,Initial,1,0.0149498,0.0001928
2.500,Initial,1,0.0126992,0.0001865
2.520,Initial,1,0.0105962,0.0001808
2.540,Initial,1,0.0086509,0.0001758
2.560,Initial,1,0.0068734,0.0001714
2.580,Initial,1,0.0052739,0.0001677
2.600,Initial,1,0.0038628,0.0001646
2.620,Initial,1,0.0026509,0.0001624
2.640,Initial,1,0.0016490,0.0001609
2.660,Initial,1,0.0008681,0.0001603
2.680,Initial,1,0.0003206,0.0001604
2.700,Initial,1,0.0000416,0.0001615
2.720,Initial,2,0.0000902,0.0001634
2.740,Initial,2,0.0001229,0.0001659
2.760,Initial,2,0.0001446,0.0001688
2.780,Initial,2,0.0001602,0.0001721
2.800,Initial,2,0.0001709,0.0001756
2.820,Initial,2,0.0001775,0.0001793
2.840,Initial,2,0.0001807,0.0001830
2.860,Initial,2,0.0001811,0.0001867
2.880,Initial,2,0.0001793,0.0001903
2.900,Initial,2,0.0001757,0.0001939
2.920,Initial,3,0.0001707,0.0001974
2.940,Initial,3,0.0001646,0.0002008
2.960,Initial,3,0.0001579,0.0002040
2.980,Initial,3,0.0001505,0.0002071
3.000,Initial,3,0.0001429,0.0002100
3.020,Initial,3,0.0001351,0.0002128
3.040,Initial,3,0.0001272,0.0002154
3.060,Initial,3,0.0001195,0.0002178
3.080,Initial,3,0.0001118,0.0002201
3.100,Initial,3,0.0001044,0.0002222
3.120,Initial,3,0.0000972,0.0002242
3.140,Initial,3,0.0000903,0.0002260
3.160,Initial,3,0.0000837,0.0002277
3.180,Initial,3,0.0000775,0.0002293
3.200,Initial,3,0.0000715,0.0002308
3.220,Initial,3,0.0000660,0.0002321
3.240,Initial,3,0.0000607,0.0002334
3.260,Initial,3,0.0000558,0.0002345
3.280,Initial,3,0.0000512,0.0002355
3.300,Initial,3,0.0000470,0.0002365
3.320,Initial,3,0.0000430,0.0002374
3.340,Initial,3,0.0000393,0.0002382
3.360,Initial,3,0.0000359,0.0002389
3.380,Initial,3,0.0000328,0.0002396
3.400,Initial,3,0.0000299,0.0002402
3.420,Initial,3,0.0000272,0.0002407
3.440,Initial,3,0.0000248,0.0002412
3.460,Initial,3,0.0000225,0.0002417
3.480,Initial,3,0.0000205,0.0002421
3.500,Initial,3,0.0000186,0.0002425
3.520,Initial,3,0.0000168,0.0002428
3.540,Initial,3,0.0000152,0.0002431
3.560,Initial,3,0.0000138,0.0002434
3.580,Initial,3,0.0000125,0.0002437
3.600,Initial,3,0.0000113,0.0002439
3.620,Initial,3,0.0000102,0.0002441
3.640,Initial,3,0.0000092,0.0002443
3.660,Initial,3,0.0000083,0.0002445
3.680,Initial,3,0.0000075,0.0002446
3.700,Initial,3,0.0000068,0.0002447
3.720,Initial,3,0.0000061,0.0002449
3.740,Initial,3,0.0000055,0.0002450
3.760,Initial,3,0.0000050,0.0002451
3.780,Initial,3,0.0000045,0.0002452
3.800,Initial,3,0.0000040,0.0002452
3.820,Initial,3,0.0000036,0.0002453
3.840,Initial,3,0.0000033,0.0002454
3.860,Initial,3,0.0000030,0.0002454
3.880,Initial,3,0.0000027,0.0002455
3.900,Initial,3,0.0000024,0.0002455
3.920,Initial,3,0.0000022,0.0002456
3.940,Initial,3,0.0000020,0.0002456
3.960,Initial,3,0.0000019,0.0002456
3.980,Initial,3,0.0000017,0.0002457
4.000,Initial,3,0.0000016,0.0002457
4.020,Initial,3,0.0000015,0.0002457
4.040,Initial,3,0.0000014,0.0002457
4.060,Initial,3,0.0000013,0.0002457
4.080,Initial,3,0.0000012,0.0002458
4.100,Initial,3,0.0000012,0.0002458
4.120,Initial,3,0.0000011,0.0002458
4.140,Initial,3,0.0000011,0.0002458
4.160,Initial,3,0.0000010,0.0002458
4.180,Initial,3,0.0000010,0.0002458
4.200,Initial,3,0.0000010,0.0002458
4.220,Initial,3,0.0000010,0.0002458
4.240,Initial,3,0.0000009,0.0002458
4.260,Initial,3,0.0000009,0.0002458
4.280,Initial,3,0.0000009,0.0002458
4.300,Initial,3,0.0000009,0.0002458
4.320,Initial,3,0.0000009,0.0002458
4.340,Initial,3,0.0000009,0.0002458
4.360,Initial,3,0.0000009,0.0002458
4.380,Initial,3,0.0000009,0.0002458
4.400,Initial,3,0.0000009,0.0002458
4.420,Initial,3,0.0000009,0.0002458
4.440,Initial,3,0.0000009,0.0002458
4.460,Initial,3,0.0000009,0.0002458
4.480,Initial,3,0.0000009,0.0002458
4.500,Initial,3,0.0000008,0.0002458
4.520,Initial,3,0.0000008,0.0002458
4.540,Initial,3,0.0000008,0.0002458
4.560,Initial,3,0.0000008,0.0002458
4.580,Initial,3,0.0000008,0.0002458
4.600,Initial,3,0.0000008,0.0002458
4.620,Initial,3,0.0000008,0.0002458
4.640,Initial,3,0.0000008,0.0002458
4.660,Initial,3,0.0000008,0.0002458
4.680,Initial,3,0.0000008,0.0002458
4.700,Initial,3,0.0000008,0.0002458
4.720,Initial,3,0.0000008,0.0002458
4.740,Initial,3,0.0000008,0.0002458
4.760,Initial,3,0.0000008,0.0002458
4.780,Initial,3,0.0000008,0.0002458
4.800,Initial,3,0.0000008,0.0002458
4.820,Initial,3,0.0000007,0.0002458
4.840,Initial,3,0.0000007,0.0002458
4.860,Initial,3,0.0000007,0.0002458
4.880,Initial,3,0.0000007,0.0002458
4.900,Initial,3,0.0000007,0.0002458
4.920,Initial,3,0.0000007,0.0002458
4.940,Initial,3,0.0000007,0.0002458
4.960,Initial,3,0.0000007,0.0002458
4.980,Initial,3,0.0000007,0.0002458
5.000,Initial,3,0.0000007,0.0002458
5.020,Initial,3,0.0000007,0.0002458
5.040,Initial,3,0.0000007,0.0002458
5.060,Initial,3,0.0000007,0.0002458
5.080,Initial,3,0.0000007,0.0002458
5.100,Initial,3,0.0000007,0.0002458
5.120,Initial,3,0.0000006,0.0002458
5.140,Initial,3,0.0000006,0.0002458
5.160,Initial,3,0.0000006,0.0002458
5.180,Initial,3,0.0000006,0.0002458
5.200,Initial,3,0.0000006,0.0002458
5.220,Initial,3,0.0000006,0.0002458
5.240,Initial,3,0.0000006,0.0002458
5.260,Initial,3,0.0000006,0.0002458
5.280,Initial,3,0.0000006,0.0002458
5.300,Initial,3,0.0000006,0.0002458
5.320,Initial,3,0.0000006,0.0002458
5.340,Initial,3,0.0000006,0.0002458
5.360,Initial,3,0.0000006,0.0002458
5.380,Initial,3,0.0000006,0.0002458
5.400,Initial,3,0.0000006,0.0002458
5.420,Initial,3,0.0000006,0.0002458
5.440,Initial,3,0.0000005,0.0002458
5.460,Initial,3,0.0000005,0.0002458
5.480,Initial,3,0.0000005,0.0002458
5.500,Initial,3,0.0000005,0.0002458
5.520,Initial,3,0.0000005,0.0002458
5.540,Initial,3,0.0000005,0.0002458
5.560,Initial,3,0.0000005,0.0002458
5.580,Initial,3,0.0000005,0.0002458
5.600,Initial,3,0.0000005,0.0002458
5.620,Initial,3,0.0000005,0.0002458
5.640,Initial,3,0.0000005,0.0002458
5.660,Initial,3,0.0000005,0.0002458
5.680,Initial,3,0.0000005,0.0002458
5.700,Initial,3,0.0000005,0.0002458
5.720,Initial,3,0.0000005,0.0002458
5.740,Initial,3,0.0000005,0.0002458
5.760,Initial,3,0.0000005,0.0002458
5.780,Initial,3,0.0000004,0.0002458
5.800,Initial,3,0.0000004,0.0002458
5.820,Initial,3,0.0000004,0.0002458
5.840,Initial,3,0.0000004,0.0002458
5.860,Initial,3,0.0000004,0.0002458
5.880,Initial,3,0.0000004,0.0002458
5.900,Initial,3,0.0000004,0.0002458
5.920,Initial,3,0.0000004,0.0002458
5.940,Initial,3,0.0000004,0.0002458
5.960,Initial,3,0.0000004,0.0002458
5.980,Initial,3,0.0000004,0.0002458
6.000,Initial,3,0.0000004,0.0002458
6.020,Initial,3,0.0000004,0.0002458
6.040,Initial,3,0.0000004,0.0002458
6.060,Initial,3,0.0000004,0.0002458
6.080,Initial,3,0.0000004,0.0002458
6.100,Initial,3,0.0000004,0.0002458
6.120,Initial,3,0.0000004,0.0002458
6.140,Initial,3,0.0000004,0.0002458
6.160,Initial,3,0.0000004,0.0002458
6.180,Initial,3,0.0000003,0.0002458
6.200,Initial,3,0.0000003,0.0002458
6.220,Initial,3,0.0000003,0.0002457
6.240,Initial,3,0.0000003,0.0002457
6.260,Initial,3,0.0000003,0.0002457
6.280,Initial,3,0.0000003,0.0002457
6.300,Initial,3,0.0000003,0.0002457
6.320,Initial,3,0.0000003,0.0002457
6.340,Initial,3,0.0000003,0.0002457
6.360,Initial,3,0.0000003,0.0002457
6.380,Initial,3,0.0000003,0.0002457
6.400,Initial,3,0.0000003,0.0002457
6.420,Initial,3,0.0000003,0.0002457
6.440,Initial,3,0.0000003,0.0002457
6.460,Initial,3,0.0000003,0.0002457
6.480,Initial,3,0.0000003,0.0002457
6.500,Initial,3,0.0000003,0.0002457
6.520,Initial,3,0.0000003,0.0002457
6.540,Initial,3,0.0000003,0.0002457
6.560,Initial,3,0.0000003,0.0002457
6.580,Initial,3,0.0000003,0.0002457
6.600,Initial,3,0.0000003,0.0002457
6.620,Initial,3,0.0000003,0.0002457
6.640,Initial,3,0.0000003,0.0002457
6.660,Initial,3,0.0000003,0.0002457
6.680,Initial,3,0.0000003,0.0002457
6.700,Initial,3,0.0000002,0.0002457
6.720,Initial,3,0.0000002,0.0002457
6.740,Initial,3,0.0000002,0.0002457
6.760,Initial,3,0.0000002,0.0002457
6.780,Initial,3,0.0000002,0.0002457
6.800,Initial,3,0.0000002,0.0002457
6.820,Initial,3,0.0000002,0.0002457
6.840,Initial,3,0.0000002,0.0002457
6.860,Initial,3,0.0000002,0.0002457
6.880,Initial,3,0.0000002,0.0002457
6.900,Initial,3,0.0000002,0.0002457
6.920,Initial,3,0.0000002,0.0002457
6.940,Initial,3,0.0000002,0.0002457
6.960,Initial,3,0.0000002,0.0002457
6.980,Initial,3,0.0000002,0.0002457
7.000,Initial,3,0.0000002,0.0002457
7.020,Initial,3,0.0000002,0.0002457
7.040,Initial,3,0.0000002,0.0002457
7.060,Initial,3,0.0000002,0.0002457
7.080,Initial,3,0.0000002,0.0002457
7.100,Initial,3,0.0000002,0.0002457
7.120,Initial,3,0.0000002,0.0002457
7.140,Initial,3,0.0000002,0.0002457
7.160,Initial,3,0.0000002,0.0002457
7.180,Initial,3,0.0000002,0.0002457
7.200,Initial,3,0.0000002,0.0002457
7.220,Initial,3,0.0000002,0.0002457
7.240,Initial,3,0.0000002,0.0002457
7.260,Initial,3,0.0000002,0.0002457
7.280,Initial,3,0.0000002,0.0002457
7.300,Initial,3,0.0000002,0.0002457
7.320,Initial,3,0.0000002,0.0002457
7.340,Initial,3,0.0000002,0.0002457
7.360,Initial,3,0.0000002,0.0002457
7.380,Initial,3,0.0000002,0.0002457
7.400,Initial,3,0.0000002,0.0002457
7.420,Initial,3,0.0000002,0.0002457
7.440,Initial,3,0.0000001,0.0002457
7.460,Initial,3,0.0000001,0.0002457
7.480,Initial,3,0.0000001,0.0002457
7.500,Initial,3,0.0000001,0.0002457
7.520,Initial,3,0.0000001,0.0002457
7.540,Initial,3,0.0000001,0.0002457
7.560,Initial,3,0.0000001,0.0002457
7.580,Initial,3,0.0000001,0.0002457
7.600,Initial,3,0.0000001,0.0002457
7.620,Initial,3,0.0000001,0.0002457
7.640,Initial,3,0.0000001,0.0002457
7.660,Initial,3,0.0000001,0.0002457
7.680,Initial,3,0.0000001,0.0002457
7.700,Initial,3,0.0000001,0.0002457
7.720,Initial,3,0.0000001,0.0002457
7.740,Initial,3,0.0000001,0.0002457
7.760,Initial,3,0.0000001,0.0002457
7.780,ObserveObject,3,0.0000035,0.0002457
7.800,ObserveObject,3,0.0001062,0.0002437
7.820,ObserveObject,3,0.0002241,0.0002391
7.840,ObserveObject,3,0.0003196,0.0002326
7.860,ObserveObject,3,0.0003921,0.0002245
7.880,ObserveObject,3,0.0004450,0.0002154
7.900,ObserveObject,3,0.0004816,0.0002055
7.920,ObserveObject,3,0.0005047,0.0001952
7.940,ObserveObject,3,0.0005169,0.0001845
7.960,ObserveObject,3,0.0005203,0.0001738
7.980,ObserveObject,3,0.0005167,0.0001632
8.000,ObserveObject,3,0.0005074,0.0001528
8.020,ObserveObject,3,0.0004939,0.0001427
8.040,ObserveObject,3,0.0004770,0.0001329
8.060,ObserveObject,3,0.0004579,0.0001235
8.080,ObserveObject,3,0.0004370,0.0001145
8.100,ObserveObject,3,0.0004151,0.0001059
8.120,ObserveObject,3,0.0003926,0.0000979
8.140,ObserveObject,4,0.0077965,0.0012442
8.160,ObserveObject,4,0.0225576,0.0023995
8.180,ObserveObject,4,0.0359004,0.0032845
8.200,ObserveObject,4,0.0471146,0.0039444
8.220,ObserveObject,4,0.0564044,0.0044180
8.240,ObserveObject,4,0.0640445,0.0047385
8.260,ObserveObject,4,0.0702835,0.0049339
8.280,ObserveObject,4,0.0753368,0.0050281
8.300,ObserveObject,4,0.0793893,0.0050409
8.320,ObserveObject,4,0.0826000,0.0049894
8.340,ObserveObject,4,0.0851050,0.0048876
8.360,ObserveObject,4,0.0870207,0.0047474
8.380,ObserveObject,4,0.0884465,0.0045785
8.400,ObserveObject,4,0.0894671,0.0043892
8.420,ObserveObject,4,0.0901547,0.0041860
8.440,ObserveObject,4,0.0905704,0.0039745
8.460,ObserveObject,4,0.0907660,0.0037590
8.480,ObserveObject,4,0.0907851,0.0035431
8.500,ObserveObject,4,0.0906644,0.0033296
8.520,ObserveObject,4,0.0904349,0.0031207
8.540,ObserveObject,4,0.0901222,0.0029180
8.560,ObserveObject,4,0.0897477,0.0027228
8.580,ObserveObject,4,0.0893290,0.0025360
8.600,ObserveObject,4,0.0888807,0.0023582
8.620,ObserveObject,4,0.0884147,0.0021896
8.640,ObserveObject,4,0.0879405,0.0020306
8.660,ObserveObject,4,0.0874657,0.0018810
8.680,ObserveObject,4,0.0869966,0.0017409
8.700,ObserveObject,4,0.0865377,0.0016099
8.720,ObserveObject,4,0.0860927,0.0014879
8.740,ObserveObject,4,0.0856644,0.0013744
8.760,ObserveObject,4,0.0852545,0.0012692
8.780,ObserveObject,4,0.0848643,0.0011717
8.800,ObserveObject,4,0.0844947,0.0010817
8.820,ObserveObject,4,0.0841459,0.0009986
8.840,ObserveObject,4,0.0838180,0.0009221
8.860,ObserveObject,4,0.0835107,0.0008518
8.880,ObserveObject,4,0.0832235,0.0007872
8.900,ObserveObject,4,0.0829558,0.0007280
8.920,ObserveObject,4,0.0827069,0.0006738
8.940,ObserveObject,4,0.0824760,0.0006242
8.960,ObserveObject,4,0.0822621,0.0005789
8.980,ObserveObject,4,0.0820645,0.0005376
9.000,ObserveObject,4,0.0818820,0.0004999
9.020,ObserveObject,4,0.0817140,0.0004656
9.040,SolveInterception,4,0.0815739,0.0004341
9.060,SolveInterception,4,0.0814551,0.0004050
9.080,SolveInterception,4,0.0813441,0.0003780
9.100,SolveInterception,4,0.0812392,0.0003532
9.120,SolveInterception,4,0.0811404,0.0003303
9.140,SolveInterception,4,0.0810476,0.0003092
9.160,SolveInterception,4,0.0809606,0.0002899
9.180,SolveInterception,4,0.0808794,0.0002722
9.200,SolveInterception,4,0.0808038,0.0002560
9.220,SolveInterception,4,0.0807335,0.0002412
9.240,SolveInterception,4,0.0806682,0.0002277
9.260,SolveInterception,4,0.0806078,0.0002155
9.280,SolveInterception,4,0.0805520,0.0002043
9.300,SolveInterception,4,0.0805005,0.0001942
9.320,SolveInterception,4,0.0804531,0.0001851
9.340,SolveInterception,4,0.0804094,0.0001768
9.360,SolveInterception,4,0.0803693,0.0001693
9.380,SolveInterception,4,0.0803324,0.0001626
9.400,SolveInterception,4,0.0802987,0.0001565
9.420,SolveInterception,4,0.0802677,0.0001511
9.440,SolveInterception,4,0.0802394,0.0001463
9.460,SolveInterception,4,0.0802136,0.0001420
9.480,SolveInterception,4,0.0801899,0.0001382
9.500,SolveInterception,4,0.0801683,0.0001348
9.520,SolveInterception,4,0.0801486,0.0001318
9.540,SolveInterception,4,0.0801307,0.0001291
9.560,SolveInterception,4,0.0801143,0.0001269
9.580,SolveInterception,4,0.0800994,0.0001249
9.600,SolveInterception,4,0.0800859,0.0001232
9.620,SolveInterception,4,0.0800736,0.0001217
9.640,SolveInterception,4,0.0800623,0.0001205
9.660,SolveInterception,4,0.0800521,0.0001195
9.680,SolveInterception,4,0.0800429,0.0001187
9.700,SolveInterception,4,0.0800344,0.0001180
9.720,SolveInterception,4,0.0800268,0.0001175
9.740,SolveInterception,4,0.0800198,0.0001172
9.760,SolveInterception,4,0.0800135,0.0001170
9.780,SolveInterception,4,0.0800077,0.0001169
9.800,SolveInterception,4,0.0800025,0.0001169
9.820,SolveInterception,4,0.0799977,0.0001170
9.840,SolveInterception,4,0.0799934,0.0001172
9.860,SolveInterception,4,0.0799894,0.0001174
9.880,SolveInterception,4,0.0799859,0.0001178
9.900,SolveInterception,4,0.0799826,0.0001182
9.920,SolveInterception,4,0.0799796,0.0001187
9.940,SolveInterception,4,0.0799769,0.0001192
9.960,SolveInterception,4,0.0799744,0.0001198
9.980,SolveInterception,4,0.0799721,0.0001205
10.000,SolveInterception,4,0.0799700,0.0001212
10.020,SolveInterception,4,0.0799681,0.0001219
10.040,SolveInterception,4,0.0799664,0.0001226
10.060,SolveInterception,4,0.0799648,0.0001234
10.080,SolveInterception,4,0.0799633,0.0001243
10.100,SolveInterception,4,0.0799619,0.0001251
10.120,SolveInterception,4,0.0799606,0.0001260
10.140,SolveInterception,4,0.0799594,0.0001269
10.160,SolveInterception,4,0.0799583,0.0001278
10.180,SolveInterception,4,0.0799573,0.0001288
10.200,SolveInterception,4,0.0799563,0.0001298
10.220,SolveInterception,4,0.0799554,0.0001308
10.240,SolveInterception,4,0.0799545,0.0001318
10.260,SolveInterception,4,0.0799537,0.0001328
10.280,SolveInterception,4,0.0799530,0.0001339
10.300,SolveInterception,4,0.0799522,0.0001349
10.320,SolveInterception,4,0.0799515,0.0001360
10.340,SolveInterception,4,0.0799509,0.0001371
10.360,SolveInterception,4,0.0799502,0.0001382
10.380,SolveInterception,4,0.0799496,0.0001393
10.400,SolveInterception,4,0.0799490,0.0001405
10.420,SolveInterception,4,0.0799484,0.0001416
10.440,SolveInterception,4,0.0799479,0.0001428
10.460,SolveInterception,4,0.0799473,0.0001439
10.480,SolveInterception,4,0.0799468,0.0001451
10.500,SolveInterception,4,0.0799462,0.0001463
10.520,SolveInterception,4,0.0799457,0.0001475
10.540,SolveInterception,4,0.0799452,0.0001488
10.560,SolveInterception,4,0.0799447,0.0001500
10.580,SolveInterception,4,0.0799442,0.0001512
10.600,SolveInterception,4,0.0799437,0.0001525
10.620,SolveInterception,4,0.0799432,0.0001538
10.640,SolveInterception,4,0.0799427,0.0001550
10.660,SolveInterception,4,0.0799422,0.0001563
10.680,SolveInterception,4,0.0799417,0.0001576
10.700,SolveInterception,4,0.0799412,0.0001589
10.720,SolveInterception,4,0.0799407,0.0001602
10.740,SolveInterception,4,0.0799403,0.0001616
10.760,SolveInterception,4,0.0799398,0.0001629
10.780,SolveInterception,4,0.0799393,0.0001643
10.800,SolveInterception,4,0.0799388,0.0001656
10.820,SolveInterception,4,0.0799383,0.0001670
10.840,SolveInterception,4,0.0799378,0.0001684
10.860,SolveInterception,4,0.0799373,0.0001698
10.880,SolveInterception,4,0.0799368,0.0001712
10.900,SolveInterception,4,0.0799363,0.0001726
10.920,SolveInterception,4,0.0799358,0.0001741
10.940,SolveInterception,4,0.0799352,0.0001755
10.960,SolveInterception,4,0.0799347,0.0001770
10.980,SolveInterception,4,0.0799342,0.0001784
11.000,SolveInterception,4,0.0799337,0.0001799
11.020,SolveInterception,4,0.0799331,0.0001814
11.040,SolveInterception,4,0.0799326,0.0001829
11.060,SolveInterception,4,0.0799321,0.0001844
11.080,SolveInterception,4,0.0799315,0.0001860
11.100,SolveInterception,4,0.0799310,0.0001875
11.120,SolveInterception,4,0.0799304,0.0001890
11.140,SolveInterception,4,0.0799299,0.0001906
11.160,SolveInterception,4,0.0799293,0.0001922
11.180,SolveInterception,4,0.0799287,0.0001938
11.200,SolveInterception,4,0.0799282,0.0001954
11.220,SolveInterception,4,0.0799276,0.0001970
11.240,SolveInterception,4,0.0799270,0.0001986
11.260,SolveInterception,4,0.0799264,0.0002003
11.280,SolveInterception,4,0.0799258,0.0002019
11.300,SolveInterception,4,0.0799252,0.0002036
11.320,SolveInterception,4,0.0799246,0.0002052
11.340,SolveInterception,4,0.0799240,0.0002069
11.360,SolveInterception,4,0.0799233,0.0002086
11.380,SolveInterception,4,0.0799227,0.0002104
11.400,SolveInterception,4,0.0799221,0.0002121
11.420,SolveInterception,4,0.0799214,0.0002139
11.440,SolveInterception,4,0.0799207,0.0002156
11.460,SolveInterception,4,0.0799201,0.0002174
11.480,SolveInterception,4,0.0799194,0.0002192
11.500,SolveInterception,4,0.0799187,0.0002210
11.520,SolveInterception,4,0.0799180,0.0002228
11.540,SolveInterception,4,0.0799174,0.0002246
11.560,SolveInterception,4,0.0799167,0.0002265
11.580,SolveInterception,4,0.0799159,0.0002284
11.600,SolveInterception,4,0.0799152,0.0002302
11.620,SolveInterception,4,0.0799145,0.0002321
11.640,SolveInterception,4,0.0799138,0.0002341
11.660,SolveInterception,4,0.0799130,0.0002360
11.680,SolveInterception,4,0.0799122,0.0002379
11.700,SolveInterception,4,0.0799115,0.0002399
11.720,SolveInterception,4,0.0799107,0.0002419
11.740,SolveInterception,4,0.0799099,0.0002439
11.760,SolveInterception,4,0.0799091,0.0002459
11.780,SolveInterception,4,0.0799083,0.0002479
11.800,SolveInterception,4,0.0799075,0.0002500
11.820,SolveInterception,4,0.0799067,0.0002520
11.840,SolveInterception,4,0.0799058,0.0002541
11.860,SolveInterception,4,0.0799050,0.0002562
11.880,SolveInterception,4,0.0799041,0.0002583
11.900,SolveInterception,4,0.0799032,0.0002605
11.920,SolveInterception,4,0.0799023,0.0002626
11.940,SolveInterception,4,0.0799014,0.0002648
11.960,SolveInterception,4,0.0799005,0.0002670
11.980,SolveInterception,4,0.0798996,0.0002692
12.000,SolveInterception,4,0.0798987,0.0002715
12.020,SolveInterception,4,0.0798977,0.0002737
12.040,SolveInterception,4,0.0798968,0.0002760
